ticker,newsPublishDate,way
2118,20171108,B
2281,20171108,B
2373,20171108,B
2013,20171108,B
886,20171108,B
905,20171108,B
858,20171108,B
2050,20171108,B
977,20171108,B
45,20171108,B
976,20171108,B
2106,20171108,B
2284,20171108,B
816,20171108,B
2343,20171108,B
959,20171108,B
2221,20171108,B
2135,20171108,B
568,20171108,B
625,20171108,B
2087,20171108,B
2362,20171108,B
2074,20171108,B
2151,20171108,B
868,20171108,B
673,20171108,B
2008,20171108,B
951,20171108,B
717,20171108,B
968,20171108,B
538,20171108,B
2185,20171108,B
423,20171108,B
157,20171108,B
2268,20171108,B
100,20171108,B
710,20171108,B
615,20171108,B
981,20171108,B
2049,20171108,B
983,20171108,B
681,20171108,B
1979,20171108,B
2371,20171108,B
2173,20171108,B
35,20171108,B
546,20171108,B
590,20171108,B
2256,20171108,B
2222,20171108,B
826,20171108,B
2007,20171108,B
776,20171108,B
513,20171108,B
999,20171108,B
1896,20171108,B
2368,20171108,B
2253,20171108,B
2044,20171108,B
90,20171108,B
2248,20171108,S
750,20171108,S
2195,20171108,S
166,20171108,S
422,20171108,S
2267,20171108,S
566,20171108,S
2304,20171108,S
712,20171108,S
504,20171108,S
889,20171108,S
2198,20171108,S
783,20171108,S
739,20171108,S
756,20171108,S
2,20171108,S
949,20171108,S
795,20171108,S
732,20171108,S
2318,20171108,S
803,20171108,S
2006,20171108,S
2026,20171108,S
524,20171108,S
333,20171108,S
793,20171108,S
927,20171108,S
2111,20171108,S
898,20171108,S
591,20171108,S
869,20171108,S
2149,20171108,S
892,20171108,S
2124,20171108,S
2395,20171108,S
2221,20171109,B
980,20171109,B
2230,20171109,B
983,20171109,B
625,20171109,B
2118,20171109,B
513,20171109,B
963,20171109,B
932,20171109,B
2008,20171109,B
1979,20171109,B
2343,20171109,B
2365,20171109,B
892,20171109,B
528,20171109,B
333,20171109,B
157,20171109,B
671,20171109,B
521,20171109,B
2138,20171109,B
544,20171109,B
868,20171109,B
777,20171109,B
2044,20171109,B
16,20171109,B
2340,20171109,B
2049,20171109,B
2177,20171109,B
2079,20171109,B
807,20171109,B
2088,20171109,B
2241,20171109,B
418,20171109,B
2371,20171109,B
2285,20171109,B
2280,20171109,B
2077,20171109,B
2135,20171109,B
2292,20171109,B
813,20171109,B
901,20171109,B
2074,20171109,B
881,20171109,B
2377,20171109,B
2036,20171109,B
717,20171109,B
2185,20171109,B
100,20171109,B
2119,20171109,B
933,20171109,B
636,20171109,B
553,20171109,B
830,20171109,B
2268,20171109,B
895,20171109,B
2242,20171109,B
49,20171109,B
2193,20171109,B
2156,20171109,B
34,20171109,B
2065,20171109,B
822,20171109,B
802,20171109,B
710,20171109,B
2273,20171109,B
2262,20171109,B
2024,20171109,B
2217,20171109,S
686,20171109,S
609,20171109,S
776,20171109,S
927,20171109,S
2070,20171109,S
839,20171109,S
848,20171109,S
2190,20171109,S
750,20171109,S
2128,20171109,S
812,20171109,S
631,20171109,S
166,20171109,S
2271,20171109,S
498,20171109,S
677,20171109,S
529,20171109,S
732,20171109,S
2329,20171109,S
488,20171109,S
559,20171109,S
615,20171109,S
585,20171109,S
697,20171109,S
783,20171109,S
43,20171109,S
2304,20171109,S
2318,20171109,S
2143,20171109,S
2279,20171109,S
2371,20171101,B
725,20171101,B
413,20171101,B
2065,20171101,B
2049,20171101,B
2185,20171101,B
2156,20171101,B
858,20171101,B
333,20171101,B
717,20171101,B
513,20171101,B
2230,20171101,B
2352,20171101,B
2024,20171101,B
625,20171101,B
756,20171101,B
2233,20171101,B
967,20171101,B
672,20171101,B
1979,20171101,B
905,20171101,B
892,20171101,B
963,20171101,B
63,20171101,B
2010,20171101,B
2030,20171101,B
959,20171101,B
2040,20171101,B
901,20171101,B
671,20171101,B
2074,20171101,B
980,20171101,B
505,20171101,B
401,20171101,B
710,20171101,B
903,20171101,B
686,20171101,B
166,20171101,B
877,20171101,B
886,20171101,B
2355,20171101,B
2008,20171101,B
2241,20171101,B
2192,20171101,B
2,20171101,B
2320,20171101,B
786,20171101,B
938,20171101,B
2019,20171101,B
555,20171101,B
2340,20171101,B
627,20171101,B
661,20171101,B
2390,20171101,B
2038,20171101,B
957,20171101,B
825,20171101,B
703,20171101,B
157,20171101,B
418,20171101,B
988,20171101,B
2362,20171101,B
2317,20171101,B
507,20171101,B
999,20171101,B
823,20171101,B
426,20171101,B
2052,20171101,S
1,20171101,S
2142,20171101,S
2163,20171101,S
2195,20171101,S
828,20171101,S
2012,20171101,S
2194,20171101,S
2278,20171101,S
889,20171101,S
2271,20171101,S
423,20171101,S
693,20171101,S
2180,20171101,S
2143,20171101,S
612,20171101,S
422,20171101,S
2070,20171101,S
99,20171101,S
927,20171101,S
525,20171101,S
571,20171101,S
56,20171101,S
2314,20171101,S
514,20171101,S
750,20171101,S
792,20171101,S
860,20171101,S
568,20171102,B
333,20171102,B
2040,20171102,B
2230,20171102,B
858,20171102,B
2153,20171102,B
63,20171102,B
728,20171102,B
887,20171102,B
967,20171102,B
2340,20171102,B
2371,20171102,B
651,20171102,B
957,20171102,B
2343,20171102,B
963,20171102,B
413,20171102,B
2313,20171102,B
2024,20171102,B
2032,20171102,B
856,20171102,B
983,20171102,B
2352,20171102,B
2151,20171102,B
2285,20171102,B
2157,20171102,B
2012,20171102,B
2173,20171102,B
755,20171102,B
937,20171102,B
547,20171102,B
625,20171102,B
2164,20171102,B
521,20171102,B
2334,20171102,B
582,20171102,B
2074,20171102,B
2077,20171102,B
2283,20171102,B
670,20171102,B
2027,20171102,B
2156,20171102,B
528,20171102,B
999,20171102,B
2185,20171102,B
2241,20171102,B
976,20171102,B
2304,20171102,B
2383,20171102,B
2175,20171102,B
507,20171102,B
2180,20171102,B
34,20171102,B
2050,20171102,B
27,20171102,B
837,20171102,B
639,20171102,B
2065,20171102,B
560,20171102,B
901,20171102,B
596,20171102,B
39,20171102,B
686,20171102,S
2052,20171102,S
1,20171102,S
2336,20171102,S
2195,20171102,S
587,20171102,S
422,20171102,S
403,20171102,S
2142,20171102,S
2108,20171102,S
2260,20171102,S
48,20171102,S
783,20171102,S
100,20171102,S
2006,20171102,S
828,20171102,S
585,20171102,S
2242,20171102,S
2070,20171102,S
917,20171102,S
2271,20171102,S
488,20171102,S
933,20171102,S
889,20171102,S
7,20171102,S
166,20171102,S
69,20171102,S
927,20171102,S
2092,20171102,S
2251,20171102,S
156,20171102,S
2284,20171102,S
2231,20171102,S
852,20171103,B
917,20171103,B
2185,20171103,B
2158,20171103,B
2156,20171103,B
2371,20171103,B
816,20171103,B
811,20171103,B
2049,20171103,B
63,20171103,B
596,20171103,B
977,20171103,B
2281,20171103,B
333,20171103,B
2329,20171103,B
568,20171103,B
711,20171103,B
799,20171103,B
2230,20171103,B
166,20171103,B
2197,20171103,B
858,20171103,B
2024,20171103,B
2343,20171103,B
554,20171103,B
839,20171103,B
988,20171103,B
2011,20171103,B
2079,20171103,B
521,20171103,B
2173,20171103,B
538,20171103,B
2090,20171103,B
2151,20171103,B
2207,20171103,B
2304,20171103,B
2353,20171103,B
2236,20171103,B
421,20171103,B
671,20171103,B
625,20171103,B
513,20171103,B
697,20171103,B
2183,20171103,B
2153,20171103,B
100,20171103,B
723,20171103,B
2074,20171103,B
2053,20171103,B
540,20171103,B
2065,20171103,B
895,20171103,B
2071,20171103,B
1979,20171103,B
2032,20171103,B
932,20171103,B
2157,20171103,B
2313,20171103,B
2098,20171103,S
693,20171103,S
2248,20171103,S
601,20171103,S
686,20171103,S
2360,20171103,S
2195,20171103,S
868,20171103,S
893,20171103,S
939,20171103,S
615,20171103,S
415,20171103,S
933,20171103,S
751,20171103,S
1,20171103,S
2217,20171103,S
533,20171103,S
2367,20171103,S
755,20171103,S
2070,20171103,S
156,20171103,S
878,20171103,S
2,20171103,S
611,20171103,S
2206,20171103,S
889,20171103,S
2266,20171103,S
517,20171103,S
403,20171103,S
2027,20171103,S
2271,20171103,S
2180,20171103,S
29,20171103,S
927,20171103,S
783,20171103,S
709,20171103,S
2091,20171104,B
58,20171104,B
1979,20171104,B
2285,20171104,B
501,20171104,B
816,20171104,B
963,20171104,B
2019,20171104,B
725,20171104,B
1,20171104,B
513,20171104,B
711,20171104,B
2024,20171104,B
999,20171104,B
2185,20171104,B
2294,20171104,B
568,20171104,B
978,20171104,B
796,20171104,B
2371,20171104,B
661,20171104,B
932,20171104,B
2264,20171104,B
2049,20171104,B
2173,20171104,B
2186,20171104,B
2251,20171104,B
839,20171104,B
888,20171104,B
617,20171104,B
858,20171104,B
723,20171104,B
2013,20171104,B
2098,20171104,S
609,20171104,S
410,20171104,S
2248,20171104,S
736,20171104,S
20,20171104,S
929,20171104,S
2036,20171104,S
935,20171104,S
783,20171104,S
615,20171104,S
166,20171104,S
43,20171104,S
2133,20171104,S
2365,20171104,S
518,20171104,S
612,20171104,S
2027,20171104,S
2385,20171104,S
2312,20171104,S
957,20171104,S
620,20171104,S
2244,20171104,S
55,20171104,S
2352,20171104,S
2157,20171105,B
939,20171105,B
2371,20171105,B
63,20171105,B
413,20171105,B
555,20171105,B
2049,20171105,B
166,20171105,B
723,20171105,B
2383,20171105,B
783,20171105,B
2050,20171105,B
631,20171105,B
835,20171105,B
711,20171105,B
2310,20171105,B
672,20171105,B
2242,20171105,B
2185,20171105,B
2196,20171105,B
2249,20171105,B
21,20171105,B
999,20171105,B
848,20171105,B
19,20171105,B
816,20171105,S
725,20171105,S
2256,20171105,S
612,20171105,S
2318,20171105,S
2248,20171105,S
755,20171105,S
2033,20171105,S
2027,20171105,S
889,20171105,S
596,20171105,S
2079,20171106,B
2156,20171106,B
2185,20171106,B
2371,20171106,B
2230,20171106,B
2281,20171106,B
2049,20171106,B
2019,20171106,B
333,20171106,B
513,20171106,B
901,20171106,B
2151,20171106,B
2047,20171106,B
725,20171106,B
2158,20171106,B
811,20171106,B
858,20171106,B
2304,20171106,B
63,20171106,B
2241,20171106,B
2024,20171106,B
507,20171106,B
2340,20171106,B
596,20171106,B
49,20171106,B
717,20171106,B
538,20171106,B
761,20171106,B
2056,20171106,B
661,20171106,B
670,20171106,B
2202,20171106,B
1979,20171106,B
100,20171106,B
2294,20171106,B
917,20171106,B
963,20171106,B
825,20171106,B
2101,20171106,B
711,20171106,B
2048,20171106,B
2010,20171106,B
852,20171106,B
2384,20171106,B
2385,20171106,B
2050,20171106,B
2145,20171106,B
856,20171106,B
939,20171106,B
839,20171106,B
568,20171106,B
927,20171106,B
2273,20171106,B
2236,20171106,B
2313,20171106,B
2282,20171106,B
898,20171106,B
530,20171106,B
2081,20171106,B
2044,20171106,B
768,20171106,B
976,20171106,B
895,20171106,B
625,20171106,B
803,20171106,S
893,20171106,S
62,20171106,S
612,20171106,S
2333,20171106,S
1,20171106,S
566,20171106,S
816,20171106,S
2073,20171106,S
2395,20171106,S
586,20171106,S
10,20171106,S
2248,20171106,S
2238,20171106,S
750,20171106,S
422,20171106,S
2070,20171106,S
2046,20171106,S
755,20171106,S
2219,20171106,S
2227,20171106,S
2175,20171106,S
2,20171106,S
572,20171106,S
403,20171106,S
2240,20171106,S
776,20171106,S
2256,20171106,S
693,20171106,S
2371,20171107,B
2185,20171107,B
2230,20171107,B
63,20171107,B
513,20171107,B
858,20171107,B
717,20171107,B
2079,20171107,B
670,20171107,B
45,20171107,B
538,20171107,B
2062,20171107,B
2013,20171107,B
333,20171107,B
710,20171107,B
2156,20171107,B
546,20171107,B
2049,20171107,B
2044,20171107,B
976,20171107,B
59,20171107,B
806,20171107,B
2032,20171107,B
725,20171107,B
2179,20171107,B
2118,20171107,B
980,20171107,B
2340,20171107,B
2050,20171107,B
2030,20171107,B
661,20171107,B
2025,20171107,B
627,20171107,B
2074,20171107,B
932,20171107,B
50,20171107,B
2390,20171107,B
2242,20171107,B
554,20171107,B
2126,20171107,B
898,20171107,B
2022,20171107,B
507,20171107,B
901,20171107,B
796,20171107,B
2110,20171107,B
625,20171107,B
1,20171107,B
2207,20171107,B
2310,20171107,B
2281,20171107,B
568,20171107,B
802,20171107,B
816,20171107,B
166,20171107,B
2341,20171107,B
2348,20171107,B
927,20171107,B
88,20171107,B
933,20171107,B
2135,20171107,B
2398,20171107,B
425,20171107,B
2366,20171107,B
2236,20171107,B
807,20171107,B
2157,20171107,B
2075,20171107,B
639,20171107,B
761,20171107,B
2273,20171107,B
2007,20171107,B
2098,20171107,B
2142,20171107,B
2033,20171107,B
2,20171107,S
526,20171107,S
612,20171107,S
566,20171107,S
893,20171107,S
12,20171107,S
2395,20171107,S
861,20171107,S
2271,20171107,S
799,20171107,S
2279,20171107,S
788,20171107,S
2070,20171107,S
403,20171107,S
889,20171107,S
537,20171107,S
693,20171107,S
20,20171107,S
2067,20171107,S
797,20171107,S
783,20171107,S
2027,20171107,S
839,20171107,S
596,20171107,S
778,20171107,S
2024,20171107,S
2026,20171107,S
2318,20171107,S
2360,20171107,S
651,20171107,S
29,20171107,S
626,20171107,S
686,20171119,B
2021,20171119,B
2009,20171119,B
987,20171119,B
2167,20171119,B
776,20171119,B
800,20171119,B
892,20171119,B
783,20171119,B
415,20171119,B
2202,20171119,B
531,20171119,B
100,20171119,B
2352,20171119,B
2122,20171119,B
333,20171119,B
666,20171119,B
2398,20171119,B
2049,20171119,B
2026,20171119,B
2132,20171119,B
977,20171119,B
2371,20171119,B
63,20171119,B
2059,20171119,B
2287,20171119,S
903,20171119,S
2033,20171119,S
2143,20171119,S
807,20171119,S
541,20171119,S
2007,20171119,S
868,20171119,S
16,20171119,S
100,20171118,B
63,20171118,B
977,20171118,B
2230,20171118,B
2116,20171118,B
625,20171118,B
802,20171118,B
2194,20171118,B
528,20171118,B
2308,20171118,B
2281,20171118,B
2019,20171118,B
898,20171118,B
905,20171118,B
2268,20171118,B
776,20171118,B
671,20171118,B
34,20171118,B
2294,20171118,B
2020,20171118,B
1979,20171118,B
2356,20171118,B
826,20171118,B
513,20171118,B
908,20171118,B
2027,20171118,B
2185,20171118,B
2352,20171118,B
2251,20171118,B
818,20171118,S
662,20171118,S
858,20171118,S
750,20171118,S
612,20171118,S
403,20171118,S
1,20171118,S
568,20171118,S
651,20171118,S
20,20171118,S
929,20171118,S
2036,20171118,S
2052,20171118,S
2070,20171118,S
807,20171118,S
2143,20171118,S
2260,20171118,S
2092,20171118,S
2357,20171118,S
603,20171118,S
2241,20171118,S
2104,20171118,S
410,20171118,S
2271,20171118,S
2279,20171118,S
982,20171118,S
573,20171118,S
48,20171118,S
2135,20171118,S
2259,20171118,S
839,20171118,S
2371,20171113,B
617,20171113,B
2024,20171113,B
1,20171113,B
513,20171113,B
627,20171113,B
2307,20171113,B
717,20171113,B
820,20171113,B
507,20171113,B
538,20171113,B
2375,20171113,B
625,20171113,B
963,20171113,B
88,20171113,B
2369,20171113,B
2230,20171113,B
807,20171113,B
858,20171113,B
63,20171113,B
917,20171113,B
564,20171113,B
998,20171113,B
786,20171113,B
2074,20171113,B
983,20171113,B
825,20171113,B
999,20171113,B
932,20171113,B
756,20171113,B
933,20171113,B
661,20171113,B
651,20171113,B
2241,20171113,B
2317,20171113,B
2252,20171113,B
568,20171113,B
797,20171113,B
528,20171113,B
596,20171113,B
49,20171113,B
930,20171113,B
2343,20171113,B
725,20171113,B
2019,20171113,B
1979,20171113,B
2372,20171113,B
338,20171113,B
830,20171113,B
150,20171113,B
886,20171113,B
2027,20171113,B
2129,20171113,B
2049,20171113,B
2273,20171113,B
333,20171113,B
410,20171113,S
2182,20171113,S
503,20171113,S
776,20171113,S
2350,20171113,S
691,20171113,S
612,20171113,S
2357,20171113,S
682,20171113,S
972,20171113,S
739,20171113,S
4,20171113,S
2247,20171113,S
982,20171113,S
848,20171113,S
686,20171113,S
712,20171113,S
2341,20171113,S
560,20171113,S
525,20171113,S
58,20171113,S
2327,20171113,S
62,20171113,S
998,20171112,B
625,20171112,B
2219,20171112,B
999,20171112,B
2044,20171112,B
2027,20171112,B
528,20171112,B
651,20171112,B
2241,20171112,B
2340,20171112,B
423,20171112,B
963,20171112,B
333,20171112,B
2345,20171112,B
2236,20171112,B
858,20171112,B
725,20171112,S
909,20171112,S
2070,20171112,S
2248,20171112,S
89,20171112,S
697,20171112,S
2033,20171112,S
912,20171112,S
2194,20171112,S
2271,20171112,S
1979,20171111,B
49,20171111,B
568,20171111,B
786,20171111,B
333,20171111,B
2008,20171111,B
2044,20171111,B
63,20171111,B
651,20171111,B
540,20171111,B
703,20171111,B
2313,20171111,B
2029,20171111,B
2285,20171111,B
2138,20171111,B
2281,20171111,B
2304,20171111,B
2258,20171111,B
725,20171111,B
423,20171111,B
2032,20171111,B
807,20171111,B
933,20171111,B
69,20171111,B
2217,20171111,B
2074,20171111,B
2191,20171111,B
503,20171111,B
2117,20171111,B
50,20171111,B
2347,20171111,B
2195,20171111,B
4,20171111,S
20,20171111,S
410,20171111,S
2036,20171111,S
929,20171111,S
89,20171111,S
2033,20171111,S
818,20171111,S
982,20171111,S
2271,20171111,S
995,20171111,S
2306,20171111,S
55,20171111,S
2244,20171111,S
659,20171111,S
2119,20171111,S
617,20171111,S
2194,20171111,S
38,20171111,S
415,20171111,S
2278,20171111,S
2176,20171111,S
613,20171111,S
681,20171111,S
2041,20171111,S
721,20171111,S
2186,20171111,S
488,20171111,S
911,20171111,S
2305,20171111,S
2236,20171111,S
2371,20171110,B
63,20171110,B
2221,20171110,B
858,20171110,B
980,20171110,B
799,20171110,B
2281,20171110,B
816,20171110,B
627,20171110,B
2044,20171110,B
49,20171110,B
538,20171110,B
2334,20171110,B
2024,20171110,B
661,20171110,B
50,20171110,B
723,20171110,B
2223,20171110,B
528,20171110,B
2252,20171110,B
568,20171110,B
2001,20171110,B
2222,20171110,B
793,20171110,B
1979,20171110,B
2230,20171110,B
2174,20171110,B
2138,20171110,B
2127,20171110,B
776,20171110,B
423,20171110,B
2241,20171110,B
999,20171110,B
333,20171110,B
759,20171110,B
2388,20171110,B
2273,20171110,B
2079,20171110,B
100,20171110,B
540,20171110,B
901,20171110,B
2074,20171110,B
981,20171110,B
2383,20171110,B
2268,20171110,B
2384,20171110,B
2165,20171110,B
2236,20171110,B
2288,20171110,B
2313,20171110,B
582,20171110,B
2134,20171110,B
2200,20171110,B
2343,20171110,B
625,20171110,B
2375,20171110,B
2304,20171110,B
2185,20171110,B
938,20171110,B
910,20171110,B
513,20171110,B
65,20171110,B
2109,20171110,B
2045,20171110,B
2251,20171110,B
2202,20171110,B
2396,20171110,B
4,20171110,S
518,20171110,S
43,20171110,S
2133,20171110,S
736,20171110,S
2352,20171110,S
2248,20171110,S
818,20171110,S
612,20171110,S
688,20171110,S
2198,20171110,S
2070,20171110,S
927,20171110,S
611,20171110,S
2289,20171110,S
2052,20171110,S
803,20171110,S
2143,20171110,S
750,20171110,S
55,20171110,S
892,20171110,S
525,20171110,S
166,20171110,S
833,20171110,S
585,20171110,S
14,20171110,S
2297,20171110,S
613,20171110,S
2279,20171110,S
2191,20171110,S
2130,20171110,S
2098,20171110,S
693,20171110,S
2256,20171110,S
2228,20171110,S
686,20171117,B
2230,20171117,B
63,20171117,B
2311,20171117,B
100,20171117,B
792,20171117,B
852,20171117,B
617,20171117,B
2157,20171117,B
625,20171117,B
2307,20171117,B
488,20171117,B
568,20171117,B
2142,20171117,B
895,20171117,B
1979,20171117,B
513,20171117,B
2385,20171117,B
420,20171117,B
16,20171117,B
951,20171117,B
2120,20171117,B
166,20171117,B
2078,20171117,B
936,20171117,B
2156,20171117,B
2185,20171117,B
2126,20171117,B
39,20171117,B
2019,20171117,B
639,20171117,B
2001,20171117,B
425,20171117,B
2304,20171117,B
963,20171117,B
2145,20171117,B
2285,20171117,B
2371,20171117,B
2353,20171117,B
2241,20171117,B
858,20171117,B
572,20171117,B
2356,20171117,B
2044,20171117,B
952,20171117,B
2279,20171117,B
826,20171117,B
2202,20171117,B
901,20171117,B
2281,20171117,B
2071,20171117,B
596,20171117,B
816,20171117,S
410,20171117,S
2095,20171117,S
791,20171117,S
2380,20171117,S
2248,20171117,S
807,20171117,S
982,20171117,S
2143,20171117,S
612,20171117,S
2263,20171117,S
868,20171117,S
2070,20171117,S
683,20171117,S
2074,20171117,S
651,20171117,S
755,20171117,S
898,20171117,S
2052,20171117,S
818,20171117,S
778,20171117,S
2228,20171117,S
2130,20171117,S
2239,20171117,S
700,20171117,S
957,20171117,S
520,20171117,S
825,20171117,S
760,20171117,S
603,20171117,S
537,20171117,S
571,20171117,S
2259,20171117,S
2320,20171117,S
932,20171117,S
1,20171117,S
717,20171117,S
851,20171117,S
677,20171117,S
526,20171117,S
793,20171117,S
798,20171117,S
830,20171117,S
2030,20171117,S
761,20171117,S
662,20171117,S
403,20171117,S
780,20171117,S
2230,20171116,B
568,20171116,B
858,20171116,B
2281,20171116,B
2194,20171116,B
799,20171116,B
2304,20171116,B
2362,20171116,B
2044,20171116,B
710,20171116,B
625,20171116,B
596,20171116,B
980,20171116,B
968,20171116,B
627,20171116,B
983,20171116,B
63,20171116,B
513,20171116,B
2182,20171116,B
936,20171116,B
826,20171116,B
38,20171116,B
2173,20171116,B
2171,20171116,B
558,20171116,B
2174,20171116,B
2030,20171116,B
2107,20171116,B
504,20171116,B
2019,20171116,B
2396,20171116,B
2055,20171116,B
2395,20171116,B
860,20171116,B
2007,20171116,B
1979,20171116,B
2123,20171116,B
2020,20171116,B
166,20171116,B
521,20171116,B
2223,20171116,B
2086,20171116,B
2236,20171116,B
938,20171116,B
2024,20171116,B
39,20171116,B
717,20171116,B
2294,20171116,B
2285,20171116,B
2,20171116,B
651,20171116,B
2001,20171116,B
31,20171116,B
2311,20171116,B
2371,20171116,B
2143,20171116,B
963,20171116,B
998,20171116,B
822,20171116,B
2317,20171116,B
2273,20171116,B
2056,20171116,B
507,20171116,B
985,20171116,B
554,20171116,B
2016,20171116,B
2115,20171116,B
2319,20171116,B
2156,20171116,B
2104,20171116,S
2263,20171116,S
582,20171116,S
2070,20171116,S
2357,20171116,S
816,20171116,S
803,20171116,S
2052,20171116,S
755,20171116,S
2288,20171116,S
2356,20171116,S
2352,20171116,S
612,20171116,S
2308,20171116,S
2212,20171116,S
686,20171116,S
2142,20171116,S
2259,20171116,S
783,20171116,S
2380,20171116,S
585,20171116,S
735,20171116,S
2114,20171116,S
10,20171116,S
792,20171116,S
43,20171116,S
2239,20171116,S
725,20171116,S
46,20171116,S
981,20171116,S
2097,20171116,S
2192,20171116,S
2160,20171116,S
791,20171116,S
2256,20171116,S
63,20171115,B
2194,20171115,B
2230,20171115,B
2281,20171115,B
2304,20171115,B
2013,20171115,B
2074,20171115,B
858,20171115,B
2221,20171115,B
2055,20171115,B
650,20171115,B
625,20171115,B
596,20171115,B
799,20171115,B
2151,20171115,B
2237,20171115,B
980,20171115,B
976,20171115,B
2142,20171115,B
686,20171115,B
2310,20171115,B
156,20171115,B
2307,20171115,B
2115,20171115,B
2271,20171115,B
2223,20171115,B
2340,20171115,B
2143,20171115,B
2139,20171115,B
2024,20171115,B
2368,20171115,B
2135,20171115,B
826,20171115,B
983,20171115,B
27,20171115,B
587,20171115,B
2044,20171115,B
2202,20171115,B
925,20171115,B
2019,20171115,B
488,20171115,B
2026,20171115,B
40,20171115,B
2288,20171115,B
2398,20171115,B
2185,20171115,B
2200,20171115,B
2191,20171115,B
703,20171115,B
100,20171115,B
2235,20171115,B
2297,20171115,B
2332,20171115,B
2268,20171115,B
968,20171115,B
717,20171115,B
651,20171115,B
333,20171115,B
2156,20171115,B
2070,20171115,S
56,20171115,S
755,20171115,S
2128,20171115,S
886,20171115,S
2263,20171115,S
682,20171115,S
766,20171115,S
541,20171115,S
909,20171115,S
410,20171115,S
582,20171115,S
803,20171115,S
953,20171115,S
982,20171115,S
2248,20171115,S
166,20171115,S
776,20171115,S
783,20171115,S
792,20171115,S
2356,20171115,S
788,20171115,S
2182,20171115,S
795,20171115,S
2236,20171115,S
2033,20171115,S
2127,20171115,S
2264,20171115,S
970,20171115,S
2320,20171115,S
2059,20171115,S
906,20171115,S
728,20171115,S
2293,20171115,S
2009,20171115,S
2024,20171114,B
717,20171114,B
2013,20171114,B
932,20171114,B
627,20171114,B
672,20171114,B
2230,20171114,B
2185,20171114,B
858,20171114,B
2202,20171114,B
816,20171114,B
2128,20171114,B
983,20171114,B
980,20171114,B
63,20171114,B
2368,20171114,B
587,20171114,B
2151,20171114,B
2062,20171114,B
2081,20171114,B
2310,20171114,B
2302,20171114,B
789,20171114,B
877,20171114,B
2362,20171114,B
550,20171114,B
546,20171114,B
2044,20171114,B
2307,20171114,B
2288,20171114,B
998,20171114,B
2156,20171114,B
620,20171114,B
2030,20171114,B
68,20171114,B
2221,20171114,B
1979,20171114,B
2281,20171114,B
2233,20171114,B
2371,20171114,B
2149,20171114,B
555,20171114,B
401,20171114,B
2074,20171114,B
2173,20171114,B
568,20171114,B
2241,20171114,B
786,20171114,B
625,20171114,B
2320,20171114,B
2273,20171114,B
710,20171114,B
2353,20171114,B
2008,20171114,B
2375,20171114,B
38,20171114,B
2176,20171114,B
2121,20171114,B
2308,20171114,B
826,20171114,B
597,20171114,B
2090,20171114,B
338,20171114,B
951,20171114,B
2122,20171114,B
166,20171114,B
2180,20171114,B
613,20171114,B
543,20171114,B
938,20171114,B
803,20171114,S
612,20171114,S
671,20171114,S
2033,20171114,S
725,20171114,S
2103,20171114,S
686,20171114,S
673,20171114,S
712,20171114,S
2124,20171114,S
420,20171114,S
2352,20171114,S
799,20171114,S
2161,20171114,S
2271,20171114,S
2002,20171114,S
848,20171114,S
2050,20171114,S
56,20171114,S
972,20171114,S
2279,20171114,S
921,20171114,S
533,20171114,S
716,20171114,S
2049,20171114,S
100,20171114,S
2182,20171114,S
700,20171114,S
596,20171114,S
2192,20171114,S
2236,20171114,S
410,20171114,S
2356,20171114,S
800,20171114,S
2029,20171114,S
333,20170831,B
2352,20170831,B
2024,20170831,B
651,20170831,B
717,20170831,B
2285,20170831,B
408,20170831,B
802,20170831,B
980,20170831,B
2377,20170831,B
858,20170831,B
878,20170831,B
2110,20170831,B
951,20170831,B
2343,20170831,B
568,20170831,B
807,20170831,B
60,20170831,B
560,20170831,B
2304,20170831,B
2074,20170831,B
40,20170831,B
983,20170831,B
826,20170831,B
959,20170831,B
901,20170831,B
2273,20170831,B
2354,20170831,B
425,20170831,B
66,20170831,B
795,20170831,B
2030,20170831,B
22,20170831,B
2171,20170831,B
90,20170831,B
2078,20170831,B
892,20170831,B
2310,20170831,B
2032,20170831,B
963,20170831,B
1,20170831,B
822,20170831,B
728,20170831,B
63,20170831,B
860,20170831,B
932,20170831,B
752,20170831,B
887,20170831,B
528,20170831,B
2056,20170831,B
2044,20170831,B
776,20170831,B
35,20170831,B
2019,20170831,B
960,20170831,B
2175,20170831,B
597,20170831,B
46,20170831,B
2378,20170831,B
2247,20170831,B
555,20170831,B
2332,20170831,B
976,20170831,B
521,20170831,B
2036,20170831,B
582,20170831,B
758,20170831,B
2340,20170831,B
11,20170831,B
2232,20170831,B
2375,20170831,B
933,20170831,B
975,20170831,B
910,20170831,B
987,20170831,B
532,20170831,B
2052,20170831,S
543,20170831,S
89,20170831,S
912,20170831,S
952,20170831,S
693,20170831,S
2225,20170831,S
2347,20170831,S
2268,20170831,S
338,20170831,S
927,20170831,S
2051,20170831,S
778,20170831,S
995,20170831,S
563,20170831,S
2139,20170831,S
507,20170831,S
2326,20170831,S
2209,20170831,S
663,20170831,S
982,20170831,S
603,20170831,S
851,20170831,S
2198,20170831,S
58,20170831,S
852,20170831,S
751,20170831,S
736,20170831,S
2008,20170831,S
2068,20170831,S
937,20170831,S
876,20170831,S
410,20170831,S
2034,20170831,S
2007,20170831,S
422,20170831,S
403,20170831,S
572,20170831,S
2018,20170831,S
783,20170831,S
892,20171015,B
