code,name,year,report_date,divi,shares
300397,天和防务,2014,2015-04-27,1.3,0
300429,强力新材,2014,2015-04-27,2.6,0
2150,通润装备,2014,2015-04-27,1,0
2705,新宝股份,2014,2015-04-27,2.5,0
2386,天原集团,2014,2015-04-27,0,4
2084,海鸥卫浴,2014,2015-04-27,0.3,0
541,佛山照明,2014,2015-04-27,2.2,6
600005,武钢股份,2014,2015-04-27,0.5,0
603519,立霸股份,2014,2015-04-28,1.4,0
2729,好利来,2014,2015-04-28,2,0
2718,友邦吊顶,2014,2015-04-28,5,6
2646,青青稞酒,2014,2015-04-28,2.5,0
2639,雪人股份,2014,2015-04-28,0.2,0
2627,宜昌交运,2014,2015-04-28,2,0
2585,双星新材,2014,2015-04-28,0.3,3
300186,大华农,2014,2015-04-28,3,0
2551,尚荣医疗,2014,2015-04-28,1,2
601890,亚星锚链,2014,2015-04-28,0.5,10.5
603167,渤海轮渡,2014,2015-04-28,1.5,0
601567,三星医疗,2014,2015-04-28,1,15
2483,润邦股份,2014,2015-04-28,0.5,0
300102,乾照光电,2014,2015-04-28,0.4,10
601718,际华集团,2014,2015-04-28,0.5,0
601188,龙江交通,2014,2015-04-28,0.7,0
2399,海普瑞,2014,2015-04-28,3,0
2373,千方科技,2014,2015-04-28,1,0
2325,洪涛股份,2014,2015-04-28,0.5,2.5
2311,海大集团,2014,2015-04-28,1.5,4
2591,恒大高新,2014,2015-04-28,0.1,0
2286,保龄宝,2014,2015-04-28,0.3,0
2446,盛路通信,2014,2015-04-28,0.1,12
2271,东方雨虹,2014,2015-04-28,2,10
2231,奥维通信,2014,2015-04-28,0.1,0
2212,南洋股份,2014,2015-04-28,0.2,0
2193,如意集团,2014,2015-04-28,0.1,0
2133,广宇集团,2014,2015-04-28,0.8,0
2121,科陆电子,2014,2015-04-28,0.3,0
601002,晋亿实业,2014,2015-04-28,1,0
2104,恒宝股份,2014,2015-04-28,1,0
2083,孚日股份,2014,2015-04-28,1,0
2092,中泰化学,2014,2015-04-28,0.3,0
2081,金螳螂,2014,2015-04-28,1,0
2263,大东南,2014,2015-04-28,0,1
603199,九华旅游,2014,2015-04-28,1.2,0
2142,宁波银行,2014,2015-04-28,4.5,2
2275,桂林三金,2014,2015-04-28,6,0
2267,陕天然气,2014,2015-04-28,1.5,0
601169,北京银行,2014,2015-04-28,2.5,2
601166,兴业银行,2014,2015-04-28,5.7,0
2038,双鹭药业,2014,2015-04-28,3,5
2037,久联发展,2014,2015-04-28,1.5,0
2002,鸿达兴业,2014,2015-04-28,2,0
600387,海越股份,2014,2015-04-28,1,0
600527,江南高纤,2014,2015-04-28,0.9,0
600409,三友化工,2014,2015-04-28,0.8,0
998,隆平高科,2014,2015-04-28,0.5,0
882,华联股份,2014,2015-04-28,0.3,0
869,张裕A,2014,2015-04-28,4.4,0
801,四川九洲,2014,2015-04-28,0.6,0
651,格力电器,2014,2015-04-28,30,10
616,海航投资,2014,2015-04-28,0.2,0
564,供销大集,2014,2015-04-28,0.3,0
538,云南白药,2014,2015-04-28,5,0
517,荣安地产,2014,2015-04-28,1,0
600863,内蒙华电,2014,2015-04-28,1.8,0
600855,航天长峰,2014,2015-04-28,0.2,0
600780,通宝能源,2014,2015-04-28,1.5,0
600776,东方通信,2014,2015-04-28,0.6,0
415,渤海金控,2014,2015-04-28,1,10
600619,海立股份,2014,2015-04-28,1,0
600612,老凤祥,2014,2015-04-28,9,0
600601,方正科技,2014,2015-04-28,0.1,0
600589,广东榕泰,2014,2015-04-28,0.2,0
600523,贵航股份,2014,2015-04-28,1.5,0
600369,西南证券,2014,2015-04-28,1.8,0
600361,华联综超,2014,2015-04-28,1,0
600321,正源股份,2014,2015-04-28,0.1,0
600239,云南城投,2014,2015-04-28,0.6,3
600215,长春经开,2014,2015-04-28,0.1,0
600199,金种子酒,2014,2015-04-28,0.5,0
600197,伊力特,2014,2015-04-28,2.3,0
600191,华资实业,2014,2015-04-28,0.1,0
600190,锦州港,2014,2015-04-28,0.3,0
600157,永泰能源,2014,2015-04-28,0.2,3
600106,重庆路桥,2014,2015-04-28,0.8,0
600100,同方股份,2014,2015-04-28,0.8,0
600088,中视传媒,2014,2015-04-28,0.5,0
603308,应流股份,2014,2015-04-29,0.5,0
2730,电光科技,2014,2015-04-29,1.3,0
2666,德联集团,2014,2015-04-29,1.2,10
2634,棒杰股份,2014,2015-04-29,2,0
2552,宝鼎科技,2014,2015-04-29,0.2,0
2486,嘉麟杰,2014,2015-04-29,0.1,0
2481,双塔食品,2014,2015-04-29,0.3,0
2440,闰土股份,2014,2015-04-29,5.5,0
601106,*ST一重,2014,2015-04-29,0,0
2375,亚厦股份,2014,2015-04-29,1.1,5
2549,凯美特气,2014,2015-04-29,0,4
2352,顺丰控股,2014,2015-04-29,0,5
2504,*ST弘高,2014,2015-04-29,1,0
2266,浙富控股,2014,2015-04-29,0.2,3
601216,君正集团,2014,2015-04-29,0.4,8
2251,步步高,2014,2015-04-29,2,1
2244,滨江集团,2014,2015-04-29,0.6,10
2346,柘中股份,2014,2015-04-29,0.5,0
2204,大连重工,2014,2015-04-29,0.2,0
2190,成飞集成,2014,2015-04-29,0.7,0
2304,洋河股份,2014,2015-04-29,20,4
2288,超华科技,2014,2015-04-29,0.1,10
2177,御银股份,2014,2015-04-29,0.3,0
2254,泰和新材,2014,2015-04-29,0.6,2
2157,正邦科技,2014,2015-04-29,0.2,0
2126,银轮股份,2014,2015-04-29,0.5,0
601003,柳钢股份,2014,2015-04-29,0.3,0
2111,威海广泰,2014,2015-04-29,0.8,0
2097,山河智能,2014,2015-04-29,0.3,5
2095,生意宝,2014,2015-04-29,0.5,2
601006,大秦铁路,2014,2015-04-29,4.8,0
2065,东华软件,2014,2015-04-29,1.5,0
2054,德美化工,2014,2015-04-29,1.2,3
2694,顾地科技,2014,2015-04-29,1.5,0
2347,泰尔股份,2014,2015-04-29,0.3,0
601199,江南水务,2014,2015-04-29,2.3,0
2167,东方锆业,2014,2015-04-29,0,5
2110,三钢闽光,2014,2015-04-29,0.1,0
2736,国信证券,2014,2015-04-29,2,0
2046,轴研科技,2014,2015-04-29,0.1,0
2005,德豪润达,2014,2015-04-29,0.3,0
600594,益佰制药,2014,2015-04-29,1.2,10
600479,千金药业,2014,2015-04-29,2,0
979,中弘股份,2014,2015-04-29,0.1,6
937,冀中能源,2014,2015-04-29,1,3
917,电广传媒,2014,2015-04-29,0.6,0
909,数源科技,2014,2015-04-29,1,0
883,湖北能源,2014,2015-04-29,0.5,0
863,三湘印象,2014,2015-04-29,1,0
861,海印股份,2014,2015-04-29,0.4,0
679,大连友谊,2014,2015-04-29,0.5,0
630,铜陵有色,2014,2015-04-29,0.5,10
596,古井贡酒,2014,2015-04-29,2,0
560,昆百大A,2014,2015-04-29,0.3,0
600838,上海九百,2014,2015-04-29,0.3,0
30,富奥股份,2014,2015-04-29,1,0
9,中国宝安,2014,2015-04-29,0.2,0
600642,申能股份,2014,2015-04-29,2,0
600638,新黄浦,2014,2015-04-29,1,0
600630,龙头股份,2014,2015-04-29,0.5,0
600509,天富能源,2014,2015-04-29,1.2,0
600418,江淮汽车,2014,2015-04-29,1.1,0
600280,中央商场,2014,2015-04-29,2.5,10
600148,长春一东,2014,2015-04-29,0.8,0
603010,万盛股份,2014,2015-04-30,1.3,0
603869,北部湾旅,2014,2015-04-30,0.8,0
603729,龙韵股份,2014,2015-04-30,1.3,0
601616,广电电气,2014,2015-04-30,0.5,0
601933,永辉超市,2014,2015-04-30,1.5,0
601989,中国重工,2014,2015-04-30,0.4,0
2228,合兴包装,2014,2015-04-30,1,0
601001,大同煤业,2014,2015-04-30,0.3,0
2022,科华生物,2014,2015-04-30,2,0
600900,长江电力,2014,2015-04-30,3.8,0
600020,中原高速,2014,2015-04-30,1.2,0
600485,信威集团,2014,2015-04-30,0.1,0
600562,国睿科技,2014,2015-04-30,1.7,0
899,赣能股份,2014,2015-04-30,1,0
876,新希望,2014,2015-04-30,2.5,0
809,*ST新城,2014,2015-04-30,1,5
760,斯太尔,2014,2015-04-30,0,4
723,美锦能源,2014,2015-04-30,0.1,0
599,青岛双星,2014,2015-04-30,0.1,0
600851,海欣股份,2014,2015-04-30,1,0
600811,东方集团,2014,2015-04-30,0.3,0
600783,鲁信创投,2014,2015-04-30,1.5,0
426,兴业矿业,2014,2015-04-30,0.2,0
96,广聚能源,2014,2015-04-30,0.2,0
89,深圳机场,2014,2015-04-30,0.3,0
61,农产品,2014,2015-04-30,0.5,0
600895,张江高科,2014,2015-04-30,0.9,0
600648,外高桥,2014,2015-04-30,1.9,0
600626,申达股份,2014,2015-04-30,1,0
600613,神奇制药,2014,2015-04-30,0.7,4
600567,山鹰纸业,2014,2015-04-30,0.1,0
600501,航天晨光,2014,2015-04-30,0.7,0
600500,中化国际,2014,2015-04-30,1.3,0
600466,蓝光发展,2014,2015-04-30,0.1,0
600360,华微电子,2014,2015-04-30,0.2,0
600356,恒丰纸业,2014,2015-04-30,1,0
600345,长江通信,2014,2015-04-30,1,0
600177,雅戈尔,2014,2015-04-30,5,0
600128,弘业股份,2014,2015-04-30,1,0
600097,开创国际,2014,2015-04-30,1.6,0
600072,中船科技,2014,2015-04-30,0.1,0
603025,大豪科技,2014,2015-05-01,3.4,0
2748,世龙实业,2014,2015-05-07,1.5,0
300445,康斯特,2014,2015-05-07,1.5,0
300449,汉邦高科,2014,2015-05-14,1,0
300441,鲍斯股份,2014,2015-05-15,1,0
300422,博世科,2014,2015-05-18,0.6,0
603808,歌力思,2014,2015-05-22,2.5,0
2471,中超控股,2015,2015-05-27,0.1,15
603355,莱克电气,2014,2015-05-29,1.8,0
601689,拓普集团,2014,2015-05-30,1.9,0
2751,易尚展示,2014,2015-06-03,1,0
2617,露笑科技,2015,2015-06-03,0.1,10
565,渝三峡A,2015,2015-06-05,0.8,15
300470,日机密封,2014,2015-06-06,4.5,0
300459,金科文化,2014,2015-06-06,1,0
2759,天际股份,2014,2015-06-09,1.1,0
600256,广汇能源,2014,2015-06-09,0.5,0
2176,江特电机,2015,2015-06-09,0.1,12
2755,东方新星,2014,2015-06-10,0.8,0
600371,万向德农,2014,2015-06-13,0.4,0
2762,金发拉比,2014,2015-06-15,2.5,7.5
861,海印股份,2015,2015-06-15,1,10
300079,数码科技,2015,2015-06-18,0,10
300219,鸿利智汇,2015,2015-06-19,0,15
603338,浙江鼎力,2015,2015-06-23,1,15
300432,富临精工,2015,2015-06-23,0,15
300337,银邦股份,2015,2015-06-23,0,12
300126,锐奇股份,2015,2015-06-23,0,15
2651,利君股份,2015,2015-06-24,0,15
300329,海伦钢琴,2015,2015-06-24,0,8
300233,金城医药,2015,2015-06-24,0,10
603686,龙马环卫,2015,2015-06-25,0,10
300193,佳士科技,2015,2015-06-25,0,12
300152,科融环境,2015,2015-06-25,0,20
300101,振芯科技,2015,2015-06-26,0,10
2219,恒康医疗,2015,2015-06-27,0,15
300450,先导智能,2015,2015-06-30,0,10
300426,唐德影视,2015,2015-06-30,1.2,10
2750,龙津药业,2015,2015-06-30,0,20
2085,万丰奥威,2015,2015-06-30,0,12
600086,东方金钰,2015,2015-06-30,0,20
300427,红相电力,2014,2015-07-01,1.8,0
300222,科大智能,2015,2015-07-01,0,8
2481,双塔食品,2015,2015-07-01,0,15
2252,上海莱士,2015,2015-07-01,0,10
300457,赢合科技,2015,2015-07-02,0,5
300436,广生堂,2015,2015-07-02,0,10
2721,金一文化,2015,2015-07-03,0,20
300182,捷成股份,2015,2015-07-03,0,15
2536,西泵股份,2015,2015-07-03,2,0
2697,红旗连锁,2015,2015-07-03,0.5,7
300098,高新兴,2015,2015-07-03,0,14
603993,洛阳钼业,2015,2015-07-03,0,20
2644,佛慈制药,2015,2015-07-03,0,15
2708,光洋股份,2015,2015-07-04,0,12
2568,百润股份,2015,2015-07-04,10,10
300471,厚普股份,2015,2015-07-06,0,10
300404,博济医药,2015,2015-07-06,0,10
300425,环能科技,2015,2015-07-06,0,12
300290,荣科科技,2015,2015-07-06,0,10
603901,永创智能,2015,2015-07-07,0,10
601222,林洋能源,2015,2015-07-07,5,0
300445,康斯特,2015,2015-07-07,0,10
300295,三六五网,2015,2015-07-07,0,10
300414,中光防雷,2015,2015-07-08,0,10
300399,京天利,2015,2015-07-08,0,9
2424,贵州百灵,2015,2015-07-08,0,20
603309,维力医疗,2015,2015-07-09,3,10
300422,博世科,2015,2015-07-09,0,10
300415,伊之密,2015,2015-07-10,0,10
300237,美晨科技,2015,2015-07-10,0,15
300228,富瑞特装,2015,2015-07-10,0,10
603989,艾华集团,2015,2015-07-11,10,5
603077,和邦生物,2015,2015-07-11,0,20
601126,四方股份,2015,2015-07-11,0,10
600582,天地科技,2015,2015-07-11,0,10
600310,桂东电力,2015,2015-07-11,0,20
300431,暴风集团,2015,2015-07-13,0,12
8,神州高铁,2015,2015-07-13,0,10
300392,腾信股份,2015,2015-07-14,0,20
300331,苏大维格,2015,2015-07-14,0,10
2357,富临运业,2015,2015-07-14,0,6
600540,*ST新赛,2015,2015-07-14,0,3
300242,明家联合,2015,2015-07-15,0,15
2547,春兴精工,2015,2015-07-15,0,20
671,阳光城,2015,2015-07-15,0,15
300333,兆日科技,2015,2015-07-16,0,20
2539,云图控股,2015,2015-07-16,0,15
300373,扬杰科技,2015,2015-07-17,0,15
300459,金科文化,2015,2015-07-20,0,15
300350,华鹏飞,2015,2015-07-20,0,10
2640,跨境通,2015,2015-07-20,0,20
2498,汉缆股份,2015,2015-07-20,3,21
600576,祥源文化,2015,2015-07-21,0,12
981,银亿股份,2015,2015-07-21,0,20
300387,富邦股份,2015,2015-07-22,0,10
2318,久立特材,2015,2015-07-22,0,15
600487,亨通光电,2015,2015-07-22,0,20
300439,美康生物,2015,2015-07-23,0,20
600728,佳都科技,2015,2015-07-23,0,15
601929,吉视传媒,2015,2015-07-27,0,10
300289,利德曼,2015,2015-07-27,0,15
2131,利欧股份,2015,2015-07-27,0,20
2388,新亚制程,2015,2015-07-28,0,10
2311,海大集团,2015,2015-07-28,0.7,0
2249,大洋电机,2015,2015-07-28,1.2,0
545,金浦钛业,2015,2015-07-28,0,10
600252,中恒集团,2015,2015-07-28,3.3,20
600063,皖维高新,2015,2015-07-28,0.2,0
600844,*ST丹科,2015,2015-07-29,0,20
300090,盛运环保,2015,2015-07-30,0,10
300088,长信科技,2015,2015-07-31,0,10
603968,醋化股份,2015,2015-07-31,0,10
600481,双良节能,2015,2015-07-31,0.5,10
517,荣安地产,2015,2015-07-31,0.5,20
600816,安信信托,2015,2015-07-31,0,15
300208,恒顺众昇,2015,2015-08-01,0.5,15
2545,东方铁塔,2015,2015-08-03,15,20
600355,精伦电子,2015,2015-08-03,0,10
2650,加加食品,2015,2015-08-04,0,15
2380,科远股份,2015,2015-08-04,1,10
2317,众生药业,2015,2015-08-04,1,10
2175,东方网络,2015,2015-08-04,0,20
600730,中国高科,2015,2015-08-04,0,10
600687,刚泰控股,2015,2015-08-04,0,12
2741,光华科技,2015,2015-08-05,2,20
300345,红宇新材,2015,2015-08-05,0.4,22
555,神州信息,2015,2015-08-05,0,10
603898,好莱客,2015,2015-08-06,0,20
300418,昆仑万维,2015,2015-08-06,0,29.2
300144,宋城演艺,2015,2015-08-06,0,15
603558,健盛集团,2015,2015-08-07,0,15
603002,宏昌电子,2015,2015-08-07,0,5
2739,万达电影,2015,2015-08-08,0,10
2132,恒星科技,2015,2015-08-08,0.5,0
600869,智慧能源,2015,2015-08-08,0,10
603023,威帝股份,2015,2015-08-10,0,5
300056,三维丝,2015,2015-08-10,0,10
2751,易尚展示,2015,2015-08-11,0,10
300297,蓝盾股份,2015,2015-08-11,0.3,10
300461,田中精机,2015,2015-08-12,2.5,0
603609,禾丰牧业,2015,2015-08-12,0,5
2329,皇氏集团,2015,2015-08-12,0,18
560,昆百大A,2015,2015-08-12,0,15
300462,华铭智能,2015,2015-08-14,0,10
600446,金证股份,2015,2015-08-14,1.1,20
300430,诚益通,2015,2015-08-15,0,6
600614,鹏起科技,2015,2015-08-15,0,20
2489,浙江永强,2015,2015-08-17,3.5,25
601011,宝泰隆,2015,2015-08-18,0,15
601877,正泰电器,2015,2015-08-18,6,0
2733,雄韬股份,2015,2015-08-18,0,5
2166,莱茵生物,2015,2015-08-18,0.5,20
300294,博雅生物,2015,2015-08-18,0,10
600999,招商证券,2015,2015-08-18,5,0
600686,金龙汽车,2015,2015-08-18,0.5,0
300424,航新科技,2015,2015-08-19,3,0
300410,正业科技,2015,2015-08-19,0,15
2512,达华智能,2015,2015-08-19,0,15
600369,西南证券,2015,2015-08-19,1.2,10
603789,星光农机,2015,2015-08-20,4,0
601928,凤凰传媒,2015,2015-08-20,1,0
603818,曲美家居,2015,2015-08-20,0,10
600617,国新能源,2015,2015-08-20,1,0
600201,生物股份,2015,2015-08-20,0,10
603939,益丰药房,2015,2015-08-21,5,10
300383,光环新网,2015,2015-08-21,0,10
601318,中国平安,2015,2015-08-21,1.8,0
2707,众信旅游,2015,2015-08-22,0,10
2616,长青集团,2015,2015-08-22,3.5,0
601636,旗滨集团,2015,2015-08-22,1,15
601021,春秋航空,2015,2015-08-24,0,10
300282,汇冠股份,2015,2015-08-24,0,0
2769,普路通,2015,2015-08-24,0,10
2156,通富微电,2015,2015-08-24,0.3,0
601211,国泰君安,2015,2015-08-24,1,0
425,徐工机械,2015,2015-08-24,0,20
300482,万孚生物,2015,2015-08-25,3,0
300441,鲍斯股份,2015,2015-08-25,0,10
300197,铁汉生态,2015,2015-08-25,0,5
2493,荣盛石化,2015,2015-08-25,0,10
300094,国联水产,2015,2015-08-25,0.3,0
300086,康芝药业,2015,2015-08-25,1,5
2394,联发股份,2015,2015-08-25,3,0
300444,双杰电气,2015,2015-08-25,3,10
2239,奥特佳,2015,2015-08-25,0.1,0
2019,亿帆医药,2015,2015-08-25,1,0
600392,盛和资源,2015,2015-08-25,2,15
725,京东方A,2015,2015-08-25,0.1,0
543,皖能电力,2015,2015-08-25,0,7
159,国际实业,2015,2015-08-25,0.3,0
600365,通葡股份,2015,2015-08-25,0,10
300287,飞利信,2015,2015-08-26,0,10
300163,先锋新材,2015,2015-08-26,0,20
300154,瑞凌股份,2015,2015-08-26,0,10
2352,顺丰控股,2015,2015-08-26,3,0
300142,沃森生物,2015,2015-08-26,0,20
300007,汉威科技,2015,2015-08-26,0,10
300353,东土科技,2015,2015-08-26,0.5,10
300189,神农基因,2015,2015-08-26,0,15
601199,江南水务,2015,2015-08-26,0,10
2465,海格通信,2015,2015-08-27,0,10
2403,爱仕达,2015,2015-08-27,2,3
2583,海能达,2015,2015-08-27,0,12
600028,中国石化,2015,2015-08-27,0.9,0
300467,迅游科技,2015,2015-08-28,6,30
2639,雪人股份,2015,2015-08-28,0,20
601000,唐山港,2015,2015-08-28,1,0
601908,京运通,2015,2015-08-28,0,10
603066,音飞储存,2015,2015-08-28,1.2,0
338,潍柴动力,2015,2015-08-28,1,0
601857,中国石油,2015,2015-08-28,0.6,0
883,湖北能源,2015,2015-08-28,0.3,0
809,*ST新城,2015,2015-08-28,1,5
600297,广汇汽车,2015,2015-08-28,0,5
600226,瀚叶股份,2015,2015-08-28,2.5,17
300363,博腾股份,2015,2015-08-29,0,5
300317,珈伟股份,2015,2015-08-29,0,5
2638,勤上股份,2015,2015-08-29,0.1,0
2589,瑞康医药,2015,2015-08-29,0,10
2563,森马服饰,2015,2015-08-29,0,10
300078,思创医惠,2015,2015-08-29,0,15
600959,江苏有线,2015,2015-08-29,1.6,0
601238,广汽集团,2015,2015-08-29,0.8,0
2075,沙钢股份,2015,2015-08-29,0,4
600958,东方证券,2015,2015-08-29,1,0
601633,长城汽车,2015,2015-08-29,2.5,20
630,铜陵有色,2015,2015-08-29,0.6,15
426,兴业矿业,2015,2015-08-29,0,10
29,深深房A,2015,2015-08-29,1.3,0
16,深康佳A,2015,2015-08-29,0,20
600165,新日恒力,2015,2015-08-29,0,15
600016,民生银行,2015,2015-08-29,0.8,0
600664,哈药股份,2015,2015-08-31,10,0
603277,银都股份,2014,2015-10-19,13.4,0
603885,吉祥航空,2015,2015-10-31,6,10
600763,通策医疗,2015,2015-10-31,0,10
300673,佩蒂股份,2015,2015-11-09,3.5,0
2555,三七互娱,2015,2015-11-20,1,10
2536,西泵股份,2015,2015-11-24,2,20
603703,盛洋科技,2015,2015-11-25,3.9,15
2584,西陇科学,2015,2015-12-01,1,15
2622,融钰集团,2015,2015-12-01,0,10
300094,国联水产,2015,2015-12-07,0,12
2654,万润科技,2015,2015-12-08,0.5,20
2418,康盛股份,2015,2015-12-08,1,20
838,财信发展,2015,2015-12-08,0.5,25
300066,三川智慧,2015,2015-12-09,0.5,15
2730,电光科技,2015,2015-12-10,1,12
566,海南海药,2015,2015-12-10,0,10
300721,怡达股份,2015,2015-12-11,2,0
600705,中航资本,2015,2015-12-11,0.9,0
300070,碧水源,2015,2015-12-14,1,15
2560,通达股份,2015,2015-12-15,0,20
300187,永清环保,2015,2015-12-21,0.3,20
2482,广田集团,2015,2015-12-22,1,15
2413,雷科防务,2015,2015-12-23,5.5,21
300463,迈克生物,2015,2015-12-23,2.7,20
801,四川九洲,2015,2015-12-23,1,10
300435,中泰股份,2015,2015-12-24,2,20
300416,苏试试验,2015,2015-12-24,2,10
2750,龙津药业,2015,2015-12-24,1,10
300408,三环集团,2015,2015-12-24,3.5,10
300362,天翔环境,2015,2015-12-24,3,20
300232,洲明科技,2015,2015-12-24,0,15
300099,精准信息,2015,2015-12-24,1,15
600400,红豆股份,2015,2015-12-24,0.5,10
600176,中国巨石,2015,2015-12-25,3.1,12
300481,濮阳惠成,2015,2015-12-28,5,10
300390,天华超净,2015,2015-12-28,2,15
2593,日上集团,2015,2015-12-30,1,20
2681,奋达科技,2015,2015-12-31,1,10
2505,大康农业,2015,2015-12-31,0,9
300072,三聚环保,2015,2016-01-04,2,5
2768,国恩股份,2015,2016-01-05,2,20
300298,三诺生物,2015,2016-01-06,3.6,3
300145,中金环境,2015,2016-01-06,1,10
2279,久其软件,2015,2016-01-06,1,15
300160,秀强股份,2015,2016-01-07,1,22
2283,天润曲轴,2015,2016-01-07,0,10
615,京汉股份,2015,2016-01-07,1,10
300464,星徽精密,2015,2016-01-08,1,15
603718,海利生物,2015,2016-01-09,1,13
300156,神雾环保,2015,2016-01-11,1,15
2121,科陆电子,2015,2016-01-11,0,15
300053,欧比特,2015,2016-01-12,0.3,15
2183,怡亚通,2015,2016-01-12,2.5,10
300376,易事特,2015,2016-01-12,2.6,10
300023,宝德股份,2015,2016-01-13,0.5,15
592,平潭发展,2015,2016-01-13,0,10
600525,长园集团,2015,2016-01-13,0,10
600422,昆药集团,2015,2016-01-13,4.1,10
300386,飞天诚信,2015,2016-01-14,2.4,10
300018,中元股份,2015,2016-01-14,1,10
2099,海翔药业,2015,2016-01-15,2,10
2018,华信国际,2015,2016-01-15,0.3,9
667,美好置业,2015,2016-01-16,0.3,0
300466,赛摩电气,2015,2016-01-18,1,20
600816,安信信托,2015,2016-01-18,3.5,0
2509,天广中茂,2015,2016-01-19,0.5,12
795,英洛华,2015,2016-01-19,0,10
300482,万孚生物,2015,2016-01-21,0,10
300146,汤臣倍健,2015,2016-01-21,6,10
300406,九强生物,2015,2016-01-21,3,10
300498,温氏股份,2015,2016-01-21,5,2
600530,交大昂立,2015,2016-01-21,0,15
603300,华铁科技,2015,2016-01-22,0.4,10
2711,欧浦智网,2015,2016-01-22,0.5,10
300091,金通灵,2015,2016-01-22,0.2,15
2192,融捷股份,2015,2016-01-22,0,5
836,鑫茂科技,2015,2016-01-23,0,20
300083,劲胜智能,2015,2016-01-25,0,30
2514,宝馨科技,2015,2016-01-26,0,10
300401,花园生物,2015,2016-01-26,0.2,0
300370,安控科技,2015,2016-01-26,0.6,10
600116,三峡水利,2015,2016-01-26,1.5,20
300450,先导智能,2015,2016-01-27,5.5,20
300427,红相电力,2015,2016-01-27,1.9,22
300301,长方集团,2015,2016-01-27,0.1,0
2634,棒杰股份,2015,2016-01-27,2,26
300256,星星科技,2015,2016-01-27,0,10
300131,英唐智控,2015,2016-01-27,0.5,10
300124,汇川技术,2015,2016-01-27,5,10
300027,华谊兄弟,2015,2016-01-27,1.5,5
603010,万盛股份,2015,2016-01-28,2.3,12
300351,永贵电器,2015,2016-01-28,0.6,0
2572,索菲亚,2015,2016-01-28,5,0
2310,东方园林,2015,2016-01-28,0.6,15
300348,长亮科技,2015,2016-01-29,0.8,10
601137,博威合金,2015,2016-01-29,0,10
300277,海联讯,2015,2016-01-29,0.3,15
300477,合纵科技,2015,2016-01-29,4,15
2466,天齐锂业,2015,2016-01-30,4,28
839,中信国安,2015,2016-01-30,1,15
627,天茂集团,2015,2016-01-30,0.3,0
600728,佳都科技,2015,2016-01-30,0,16
300217,东方电热,2015,2016-02-01,0.9,18
300575,中旗股份,2015,2016-02-02,2,0
2770,科迪乳业,2015,2016-02-02,0.5,10
2742,三圣股份,2015,2016-02-02,2.5,5
300332,天壕环境,2015,2016-02-02,0.8,10
2522,浙江众成,2015,2016-02-02,0.4,0
2228,合兴包装,2015,2016-02-02,1,18
2349,精华制药,2015,2016-02-02,1,5
2082,栋梁新材,2015,2016-02-02,1,0
600562,国睿科技,2015,2016-02-02,2.2,8
552,靖远煤电,2015,2016-02-02,0.4,10
600053,九鼎投资,2015,2016-02-02,2.5,0
2776,柏堡龙,2015,2016-02-03,1.8,10
603729,龙韵股份,2015,2016-02-03,0.7,0
2437,誉衡药业,2015,2016-02-03,2.5,20
2402,和而泰,2015,2016-02-03,1,0
300367,东方网力,2015,2016-02-03,1.3,15
975,银泰资源,2015,2016-02-03,2,0
600312,平高电气,2015,2016-02-03,5,0
600136,当代明诚,2015,2016-02-03,0,10
2732,燕塘乳业,2015,2016-02-04,2.5,0
300125,易世达,2015,2016-02-04,0.2,0
2643,万润股份,2015,2016-02-04,3,0
2014,永新股份,2015,2016-02-04,4,0
600531,豫光金铅,2015,2016-02-04,0.1,20
603527,众源新材,2015,2016-02-05,1.9,0
2676,顺威股份,2015,2016-02-05,0.1,15
300033,同花顺,2015,2016-02-05,7.4,0
2315,焦点科技,2015,2016-02-05,10,0
2250,联化科技,2015,2016-02-05,1.2,0
601155,新城控股,2015,2016-02-05,1.1,3
300227,光韵达,2015,2016-02-06,0.1,0
540,中天金融,2015,2016-02-06,2,0
413,东旭光电,2015,2016-02-06,0.7,0
600664,哈药股份,2015,2016-02-06,0,3
600209,罗顿发展,2015,2016-02-06,0,0
600168,武汉控股,2015,2016-02-06,1.4,0
18,神州长城,2015,2016-02-15,0,56
2727,一心堂,2015,2016-02-16,5,10
300117,嘉寓股份,2015,2016-02-17,0.2,12
2504,*ST弘高,2015,2016-02-17,1.5,15
300486,东杰智能,2015,2016-02-18,1.1,0
2740,爱迪尔,2015,2016-02-18,1.1,20
2174,游族网络,2015,2016-02-18,1.8,20
2086,东方海洋,2015,2016-02-18,0.6,10
300437,清水源,2015,2016-02-19,1.5,18
2262,恩华药业,2015,2016-02-19,0.6,3
50,深天马A,2015,2016-02-19,0.6,0
600571,信雅达,2015,2016-02-19,1.7,10
600529,山东药玻,2015,2016-02-19,1.7,0
2772,众兴菌业,2015,2016-02-20,1.1,11
603318,派思股份,2015,2016-02-20,2.5,20
300349,金卡智能,2015,2016-02-20,0.6,0
2399,海普瑞,2015,2016-02-20,6,6
600879,航天电子,2015,2016-02-20,1,0
2665,首航节能,2015,2016-02-22,0.5,17
300485,赛升药业,2015,2016-02-23,3.6,10
2712,思美传媒,2015,2016-02-23,1.5,20
2691,冀凯股份,2015,2016-02-23,0.1,0
300324,旋极信息,2015,2016-02-23,0.4,10
2546,新联电子,2015,2016-02-23,3,18
2554,惠博普,2015,2016-02-23,2,10
